id,text,label
13434,23452 8146 17281 625 11846 1317 ， 19121 27321 3994 13971 16542 22933 10647 2281 11100 12567 233 10446 8679 11160 2224 16754 26313 6494,1-9
13435,25483 19121 15766 4198 1826 15465 4004 22382 14232 24822 6637 929 16598 22659 1292 28614 11801 12076 2990 16133 5697 25277 7558 8137 19934 5379 2187 2990 16133 5933 19052 29525 1211 28525 12248,2-14
13436,20892 30271 23980 1222 ， 29547 10647 2281 14489 25843 10760 5540 27322 16328 2103 4198 ， 22705 9283 5111 4274 14489 25843 24162 15707 15439 12553 3844 24586 22737 26729 15276 8357 19328 4767 854 23832 19052 8194 1943,5-30
13437,17525 8679 21534 4198 ， 5933 10449 8209 20781 13178 929 9925 28018 21440 17281 4990 28709 12170 12846 17227 26568 20714 11283 27322 21534 2103 2103 2103 611 3848 12766 ， 1730 9925 28018 21440 16456 25501 8641 16754 23452 3099 14455 28648 2066 14950 8223 2738 ， 28682 1938 5602 19052 27013 14950 2090 25473 4526,5-35
13438,7442 1258 12235 25483 19121 8146 10674 25473 1826 17281 14547 23635 22131 15469 ， 25284 13535 1826 25483 19121 19121 27762 28503 21473 9023 10893 4529 24583 13178 17281 10449 20669 104 22131,2-11
13439,648 29640 23349 26526 10724 14847 8147 16614 6180 25203 15316 6762 2545 14485 648 8224 20781 13178 648 8224 9601 7558 9808 19052 648 29640 23349 26526 9023 625 21209 15185 ， 14950 26336 929 25483 19121 2286 1396 17515 8147 22410 14018 26669 648 29640 23349 26526 22705 17861 20048 2545 25986 17281 1292 2545 29832 21326,1-4
13440,20850 29547 2281 22007 19052 4529 ， 1506 10238 20163 3644 2165 25398 29627 235 23926 8146 10674 4430 3218 28438 17281 9043 11766 22690 12567 21542 15707 15057 14950 ， 235 23926 8146 10674 929 10893 17804 9981 9866,2-6
13441,18496 10893 ， 9601 19121 5697 3844 11160 23146 16856 2281 19121 3011 10922 1938 11583 8641 15316 ， 12163 28957 2281 24058 8773 10922 13462 14950 ， 13535 11583 25130 23052 20909,4-7
13442,2286 1396 29547 20781 13178 26564 4397 3262 10449 8641 27700 17281 17701 17062 8100 ， 4299 3696 10893 23832 22410 22007 3042 21015 16542 4807 17281 1292 929 5697 20983 26526 16157 8100 9043 3844 24586 8194 17281 25398 29627,2-6
13443,15991 16825 23980 2199 104 23084 ， 19047 10449 ， 17401 25563 20904 2281 11444 83 28648 24965 26694 28682 25483 19121 28900 27013 9023 13535 8322 2281 14976 29869 21326 25585 2545 25986 10300 ， 17401 25563 20904 2106 10039 26096 2281 25368 752 10893 9043 ， 20850 13535 3240 7800 929 15506 9498 12614 10674 26154 749 24583 2106 29627 15107,1-9
13444,104 23084 1826 26669 ， 4430 24058 8773 24583 1451 20791 2281 396 1390 17281 14547 16825 13613 15469 26568 4397 26336 17227 26096 3249 17018 1396 17281 15912 13470 29956 28709,1-9
13445,12631 29144 21695 2106 10039 ， 8194 8644 10935 12567 9925 10879 27013 12196 1292 29555 12235 20726 17281 19226 85,1-9
13446,10893 28648 ， 18600 27370 233 26363 9737 23635 25504 28874 25654 26313 4054 25483 19121 17281 27700 9815 28332 13462 14950 19339 10674 9810 15912 9601 2286 ， 2832 20097 4054 19269 11414 9935 5933 17857 29628 17281 27369 18600 27369 15069 16456,6-15
13447,21114 10037 9925 10893 4529 25257 7230 8808 ， 12163 8224 13343 20781 13178 4990 28709 13994 9007 17281 12960 2124 14547 979 16647 13462 2124 8139 15303 749 ， 22103 1292 14949 2124 30241 22103 7799 5609 28461 ， 13621 19339 4054 25483 19121 13374 10636 6189 625 3262 2494 17281 3262 19121 29956 14131 15469,1-9
13448,625 13178 18754 30100 17954 233 2103 16328 21534 1396 1845 8679 396 3144 29555 2738 21534 26363 22160 235 18417 2628 9210 2545 23648 8641 ， 28332 28860 27013 12196 27427 25682 12052 27145 1258 10449 19269 29322 25130 23503 10674 7424 29525 10922 7251 12052 2545 23648 14684 8935,6-31
13449,28503 17080 396 9935 2106 10039 ， 14547 12163 8224 13343 26307 18947 10449 10596 25563 24007 6837 26154 14489 25843 29640 5379 2187 30241 6653 13995 26694 8 ， 22705 929 14489 25843 23120 26328 4198 14131 23904 17281 26694 8 19897 29610 12153 19129 3682 13462 14950 15469,1-1
13450,25483 19121 19654 8100 30096 19339 4470 10449 26328 13767 27370 21534 1845 11732 2286 1396 18371 8679 233 17525 4198 2281 5084 12872 9601 15842 24169 ， 9810 13767 27370 21534 1845 396 3144 15842 25504,6-13
13451,7661 8146 1317 ， 25483 19121 854 24586 15912 10723 10300 10658 17525 8679 16328 21534 4198 2106 10039 ， 9601 19121 3240 7800 4054 10941 23722 25483 19121 19654 8100 8100 5119 11100 12567 5219 19047 9531 26694 19910 23452 17281 8222 85,2-3
13452,19636 10645 26307 18947 3470 3144 581 7442 24101 7077 ， 979 20163 13535 17861 4481 19892 10889 ， 14547 28705 13712 10539 11526 26307 18947 16456 3083 29003 6750 5084 15469,1-1
13453,2281 18371 4198 17281 11160 20428 8194 26526 10922 ， 4198 14131 27013 12196 11295 26336 ， 29940 10935 29731 19654 4530 17281 10411 6517 16868 5660 24100 2281 ， 4198 14131 29732 16247 29555 929 8766 19654 13447 17281 24100 2281 10786 7077 17281 21092 13994 22705 11100 23953 8282,1-9
13454,2281 233 21534 4198 17281 28136 29541 9601 ， 12075 16337 1242 28503 28874 23980 1222 29547 26568 4274 12206 12163 19121 927 10238 20163 3328 ， 12772 20448 4397 3262 10449 10446 28332 13462 8808 12790 2990,5-12
13455,104 23084 1317 ， 14950 26336 25483 19121 12163 8224 13343 27013 12196 19129 3682 16614 6180 17281 14547 9273 1629 25483 19121 20782 15469 17281 10449 9023 625 ， 25483 8147 24007 28943 8644 13607 19492 4198 14131 2281 11160 17281 19654 28648 25585 16542 5379 2187 21949 3662 24007 23926,2-17
13456,17525 8679 233 233 4198 ， 2124 19121 26307 18947 10935 6762 2240 24583 6527 28109 16614 6180 5602 16325 4950 6130 8503 21534 19047 17281 10879 10935 15979 16574 4925 16542 29401 ， 14547 28705 13712 17281 12235 9036 1116 29401 4054 15469,1-4
13457,24808 11342 29498 20429 17281 20448 21692 13535 25945 1292 929 8189 10647 8194 25131 8327 23347 2484 10935 6832 22382 27013 12196 29956 4529 4274 9601 19121 23259 749 17281 23349 26526,2-2
13458,9538 27322 20097 15098 3636 1317 ， 29207 21694 16856 28874 26564 85 12790 16337 14232 927 9755 25945 4018 10411 450 4274 15745 12163 9963 10893 625 21618,1-10
13459,3828 15506 7661 19121 26526 8194 12052 16157 1862 15439 8189 9601 19121 9043 13470 28438 2990 28461 26748 17281 23404 4837 17401 19897 2106 10039 ， 7661 19121 4526 26564 4274 9601 19121 4990 1357 13462 14950,1-1
13460,2281 9437 27063 9601 ， 25483 19121 8146 10674 10937 29842 26564 85 27722 29940 14232 5697 18244 27722 6762 24583 2106 10937 24053 2617 1053 ， 8322 11295 29547 13712 11295 26336 4685 19121 12235 26694 13962 104 13839 10893 4529 17281 104 23084 4772 20097 27013 19436 15707 25504 8045 8414 27013 19436 21720 24007 28394 1433,1-10
13461,20097 20448 21692 17281 13535 ， 1258 2797 9601 20097 10449 15185 ， 25483 8100 25257 929 2797 15337 14314 979 7558 ， 7442 15912 1396 4004 22382 14232 19897 25257 22633 10039 9601 19121 7481 12153 15301 1730 1938 5602 18417 2628 ， 9601 19121 1506 3240 7800 4054,2-3
13462,10935 14232 2106 10039 ， 29547 10539 11526 5609 28461 15439 23904 25130 2738 29547 13712 1258 3144 16977 18970 20983 26526 16157 17281 25504 8194 ， 7923 16542 4938 23926 10723 28394 1433 12163 8224 13343 17281 27013 18451,1-1
13463,233 2103 16328 18371 1396 16328 8679 16328 15766 4198 ， 16189 20931 13688 16542 27450 13657 9601 9614 23904 5609 2124 16157 929 25585 22690 16542 20061 24965 22131 23904 22382 20458 12163 9410 24162 12075 18244 9410 22016 19395 20458 23404 6200 26108 29265 11732 18600 26108 1951 15784 15784 29265 24786 26363 20788 27369 13783 18600 15784 15784 18600 458 11732 18600 26108 10811 ， 12153 12052 5144 1317 22016 19395 20458 23404 1225 24101 21828 17646 10874 12520 16868 2124 5933 19052 10449 12489 10937 24053 24053 642 12489 8750 22705 15912 642 20781 10274 ， 12153 24101 21828 17646 10874 15927 10274 7154 24965 22131 23904 22016 19395 20458 23404 27095 27331 ， 22705 7154 16572 29000 10446 23904 21473 9023 28900 27321,2-25
13464,25658 4529 ， 29243 24443 26568 24058 9963 25212 28648 10449 16495 17227 18985 20548 8183 5697 23152 21649 15927 19052 11295 15927 ， 26096 2281 21655 13462 7078 19319 17281 8808 12790 ， 22705 3240 7800 929 4685 8149 10063 10300 104 13839 17281 1258 22569 104 23084 24583 2106 29627 15107,5-12
13465,18496 10893 ， 17018 1396 18371 8679 4004 27762 29940 23732 10620 8194 25572 4397 25643 23349 ， 2281 648 18244 25130 15130 4529 13613 5111 30181 1879 29099 24073 ， 1292 929 8189 7424 1879 29099 24073 7251 29099 17861 5379 2187,5-24
13466,233 8679 233 17525 4198 ， 14328 27013 15439 23904 5609 15439 2990 16133 4054 10449 26754 19551 1678 13535 14547 21473 13114 3218 16542 17281 10449 26754 3644 2165 8194 26526 15469,5-30
13467,16328 8679 17525 4198 ， 233 233 10260 17281 11259 19121 28133 23084 19642 25606 274 10647 23880 6284 10539 ， 4430 21534 17525 10260 17281 4529 6750 12872 16784 13503 21726 22131 10922 4054 2124 642 ， 1826 29057 2797 2281 15766 1396 10300 10658 29731 ， 929 19551 20866 1242 3144 24540 21326 13489 9000,6-21
13468,929 26366 9601 25483 29956 10658 17281 6312 15536 ， 10935 20817 14232 233 29179 4198 2106 10039 29498 14547 28705 13712 19604 2166 26096 2281 29555 929 24100 2281 10449 749 4990 10639 17281 10520 26537 ， 13607 19492 561 10204 4990 10639 1823 21720 5697 2797 29547 26694 8 15469,1-9
13469,24426 929 25483 19121 233 2103 16328 15766 1396 17281 2545 25986 ， 15682 14232 15305 12772 1396 17525 8679 29179 4198 24540 21326 18970 29555 29832 21326 ， 24199 29003 5933 3099 18229 4438 8147 24426 ， 22705 1242 3144 2106 10039 12153 2545 25986 17014 17256 4274 4004 929 3328 30327 10645 7875 16575 2797 1292,6-8
13470,1258 21209 27173 28109 24965 5609 5933 15439 14547 3262 3844 15469 927 749 2965 15301 24583 ， 927 27506 25398 1258 12235 8146 10674 14547 5144 10596 22736 9601 23052 2281 14501 17281 15014 25945 23503 15469 ， 28874 19089 3328 26564 14501 27454 28461 3696 10238 19912 21695 24823 17281 9023 13846 23316 26313,2-14
13471,2281 7661 19121 2816 3144 6707 14232 23468 25585 23372 12256 27357 17997 30096 8251 1845 19047 1396 23796 20634 2705 15707 20060 10658 ， 12163 8224 13343 5697 18244 19121 26307 8750 15972 6762 16337 5933 19052 4054 28133 5233 8194 17799,5-30
13472,9963 27450 12163 8224 13343 25473 1317 17281 8641 15316 25483 19121 14018 16640 17281 7661 19121 ， 19897 24053 23532 2106 10039 7230 22480 979 28503 ， 22705 25585 26313 4873 16122 10063 2797 29547 19121 12235 1292 929 25483 19121 14547 3218 10786 7077 15469 14018 16640 17281 19052 6494 9601,2-2
13473,22382 20458 12163 9410 18244 8718 22382 25284 13535 2281 17018 1396 29179 8679 8149 10063 20693 8718 19781 19116 19781 22325 10922 22737 22569 16542 15107 25398 29627 12163 8224 13343 ， 28874 20909 16575 4054 21092 26754 10449 3756 24167 2617,2-6
13474,13778 17170 14232 9090 28648 2224 9023 16328 1845 4198 4159 26437 235 23926 11568 13778 4767 9614 854 24586 ， 27151 26526 235 23926 9963 10922 4920 16648 12248 929 13778 8147 5933 19052 14547 19433 23025 1826 15465 15469,6-28
13475,9601 19121 11568 28332 13462 19121 16542 26417 10639 8100 2281 26154 26526 10238 20163 25682 2106 10039 ， 929 18581 9672 19121 12235 3240 7800 5574 15316 9935 4529 26568 20097 23052 5310 17281 28109 14131 2106 10039 24748 5663,1-9
13476,9531 26694 20060 10658 ， 17227 26096 3249 10647 12772 4004 22382 14232 26307 18947 13343 1394 23832 19052 8194 1943,5-30
13477,16825 23980 2199 1317 ， 1258 274 19934 15318 15912 14051 8644 1053 8718 30208 25572 25157 2124 16157 21004 22014 1826 29057,2-14
13478,4299 3696 19636 10893 ， 6809 18244 19121 20923 28332 28860 27013 12196 26096 2281 12772 2797 20089 26856 23349 23259 ， 27166 17058 9019 12331 7481 16456 17281 27067 2124 ， 10647 18244 19121 10937 5609 ， 16190 2797 13535 19335 27160 4772 18970 18244 19121,5-30
13479,2166 7442 ， 10037 20904 1258 10449 17256 15107 17568 22014 12369 8139 24457 26307 18947 12196 979 141,2-11
13480,14684 26336 29296 6762 20244 19121 12235 28503 21473 1823 23904 24586 1781 9805 3292 16648 12520 27063 8766 29322 9979 25658 2617 1317 ， 29547 13712 4274 29296 27013 12196 3696 25930 17281 8100 9043 2990 16133 22705 19433 5602 28332 ， 7154 26366 14244 3262 13994 9007,4-7
13481,648 8224 3218 4767 15647 25133 1662 5292 11160 648 14131 8679 27653 7230 25634 20791 3328 ， 16614 6180 648 8224 21473 19121 12153 14547 19339 8258 13658 21720 15469 29555 929 25483 19121 2281 9019 10446 15647 13447 8644 648 8224 24583 15707 17281 28525 21720,1-4
13482,13821 16337 13778 8718 10879 15428 22993 17062 8100 17170 10723 15912 10300 3994 17062 2066 2090 17281 24583 1451 4355 1602 1053 19604 19340 25682 26366 25483 30208 7661 2124 19328 19121 ， 26564 8612 9805 16575 24583 1451 9963 29732 16247 17568 5933 19121 28648 17281 9935 5933 18417 2628 5697 15305 25368 21618 26537,2-33
13483,10922 19047 17144 6809 8251 4198 20923 ， 18244 19121 24058 8773 9023 22737 13821 16337 12163 30072 16337 10937 24053 2106 10039 ， 979 8194 25277 7558 20447 26336 23468 4274 1845 10811 29525 1211 8266 30181,6-31
13484,7442 22410 929 19121 11160 1292 929 2617 ， 14547 28332 4004 2545 20447 15469 19897 4397 4054 4198 14131 8693 749 25945 19644 ， 20205 9210 979 30333,2-2
13485,15991 104 23084 ， 1258 13535 10722 12489 10274 26154 25682 396 3144 24426 929 4198 14131 13916 2090 17281 6316 10674 22014 19226,1-9
13486,17227 23774 24066 12772 10300 1317 ， 11259 25483 2281 17434 9192 26694 8 19328 8147 22410 25203 15316 1357 18313 27344 10238 4274 13462 14950,1-9
13487,3110 6285 8 29498 3848 19855 26526 8194 16614 6180 21473 13114 25277 2738 14547 21738 23904 25504 2187 23904 15469 ， 29547 13712 20097 1242 7481 12303,2-17
13488,20163 2286 17281 10449 19047 29731 ， 25483 8147 28874 10449 10596 14034 17256 26564 18313 14477 10935 6832 22382 17281 21105 17227 4800 ， 28874 15707 2738 2545 25986 19328 21618 26537 ， 3382 26417 29547 12052 14501,6-8
13489,929 26366 10893 9043 ， 27369 458 458 11295 26336 3780 625 13239 22721 ， 18496 26336 7481 16456 26096 13535 5890 3630 3240 7800 4054 14454 7424 12163 8224 13343 17281 1826 27145 ， 24714 27656 22949 12052 12163 8224 13343 17281 26307 18947 15318 14203,2-3
13490,5346 22542 13114 29525 8100 9043 16328 8679 233 21534 4198 104 23084 6266 4004 22382 14232 18430 1989 10238 19912 2199 16328 8679 233 16328 4198 104 23084 ， 12153 3519 6494 19121 30100 8100 27700 705 27067 15912 4198 24583 13178 15098 3636 1317 ， 12153 8100 23526 10658 487 11819 23308 25130 10879 20060 10658 25257 4274 4004 22382 14232 12772 19052 5933 19052 27344 10238,1-9
13491,28332 13462 19121 22812 11760 22737 28751 12163 12660 14232 16328 21534 4198 929 1258 10449 9043 27063 2106 25572 4054 726 17861 5602 18313 ， 29547 7230 22480 25427 15465 15506 9498 24426 929 5609 2738 7510 20414 17281 28525 12248 19052 26336 ， 22705 16614 6180 4299 25085 4745 28392 9043 24540 5697 15465 15506 8147,2-6
13492,26336 4054 30100 7558 9043 27063 3470 23926 24583 15318 ， 235 23926 8718 9925 10879 27013 12196 10647 2281 4274 27700 25585 13355 27013 12196 23832 19052 17281 12482 11513 8194 1943 9601 ， 929 10893 9043 27063 5933 10449 8209 1451 24053 929 3328,5-30
13493,15991 4004 22382 14232 18430 1989 29525 104 23084 ， 3844 11160 23146 16856 26307 18947 10935 6832 22382 2281 10449 3144 14244 12235 24199 9531 9601 22131 19226 4004 27700 2199 ， 29547 10059 2970 25483 19121 26307 18947 12163 8224 13343 1030 27145 22311 19395 12640 10879 27013 12196 5697 24822 21618 15439 22633 21738 29547,2-14
13494,10893 28648 ， 25483 19121 28874 9283 5111 10647 13700 16542 25130 10879 19654 8100 13554 26313 19339 24073 6653 13995 30100 17954 9810 18947 ， 22705 4299 25085 9023 23598 9601 4938 6653 13995,6-15
13495,10636 1989 10647 25212 8266 22410 8644 29038 10636 9614 21450 29555 23259 17281 8251 2103 2103 2103 17653 11259 12766 17170 17227 ， 22705 2281 1845 1396 11160 26336 16328 611 274 85 28205 11342 21004 21450 8022 27063 3341 5084 25504 8194 ， 22705 8641 15316 1845 2103 2103 10446 9765 2090 21871 25658,5-35
13496,23052 12772 2199 1317 ， 10893 3144 10647 4397 26336 10941 23904 17281 29038 17525 3144 396 2446 8194 1943 ， 10922 10449 3144 8194 1943 13535 29179 8679 2281 20447 205 27091,5-30
13497,17441 3644 16328 21534 4198 929 10893 726 21748 25398 29627 29498 726 12966 3644 14045 9601 19121 ， 18313 19175 881 5310 27321 6189 13657 26754 17281 17646 16616,2-6
13498,12163 8224 13343 1258 12331 25130 26059 27322 10922 17281 12960 2124 ， 19897 21552 4873 4054 25483 19121 1242 12235 8146 10674 5697 19121 8194 26526 24586 17281 25398 29627,2-6
13499,1126 19339 10300 20060 ， 26336 4054 29555 929 30208 28332 19339 2628 29640 5379 2187 929 25504 26754 17281 10411 6517 ， 25483 19121 19897 25257 24058 24053 24583 4054 24766 5574 16337 14145 13767 24786 19339 8258 25504 5697 14145 27370 16328 21534 19339 8258 25504,2-33
13500,15972 6762 16337 2281 13778 9628 12772 10935 6762 2240 23832 19052 8194 17799 20060 10658 2106 10039 29498 14547 19636 10645 7661 19121 23904 4526 26564 1242 10449 11688 10300 10658 ， 27363 28705 13712 19897 979 16456 3240 7800 15469,1-1
13501,233 21534 10300 15766 1845 625 ， 29164 15316 11342 24965 23635 8147 15395 3037,6-19
13502,15912 10723 10300 10658 16328 8679 21534 16328 4198 ， 14123 19121 12256 16883 28685 21857 233 18736 1845 1826 9672 25572 4873 16328 8251 16328 ， 13657 11160 10741 22464 2281 20319 11790 9601 14684 3291 29498 3644 14045 9601 19121 20163 2286 9672 19047 12567 ， 14123 19121 12256 16883 26669 21092 726 17861 17281 20319 11790 14051 14208 ， 20097 5609 20983 2281 2199 2224 29525 1211 1602 14501 25398 29627 27013 12196 1292 29555 8080 20559,2-6
13503,14656 26366 24583 15318 10922 4920 10026 27308 ， 13607 19492 4198 14131 2281 11160 ， 21004 21450 12170 12846 17281 19121 12235 233 8251 4198 2281 8149 10063 28332 13462 19121 26307 9023 4159 24053 4990 28709 9023 22737 8194 26526,5-30
13504,233 2103 16328 8251 1396 ， 235 4004 396 3144 23832 19052 4054 14547 18496 4224 22382 27370 233 2103 16328 8251 15469 10636 8100 28332 13462 28136 20531,4-7
13505,8503 4198 ， 7661 19121 16825 23980 2199 17568 4920 15098 3636 1826 9601 19121 27013 12196 2281 7390 4529 3240 7800 4054 19910 23452 27013 12196 21004 26669 17281 7251 18970 22986 10816 4685 23152 18787 21209 5216 13839 12153 20559 5697 1823 21720 17281 8266 26526,2-3
13506,3110 6285 8 29498 927 3712 8194 26437 25483 19121 19121 13470 17337 17060 21114 4106 15912 10723 10300 10658 233 2103 16328 18371 1396 17525 8679 16328 4198 ， 19121 13470 3844 24586 8836 28648 2224 9023 22737 927 3712 2281 14123 19121 12256 16883 8194 26437 25483 19121 19121 13470 17337 17060 21114 4106,5-30
13507,5346 22542 13114 10300 104 11568 28332 13462 19121 12163 8189 24808 11342 26729 12268 24715 927 1775 4143 27134 14662 6266 14547 13343 1394 26307 18947 26564 85 4004 22382 14232 8100 4470 9963 25483 19121 9210 18239 6653 13995 14950 26669 929 1317 18970 29555 15469,1-10
13508,2281 13178 4837 3249 12163 10724 23598 2124 12520 26417 8766 14547 10291 4655 25277 27145 15469 4397 26336 2124 8139 25682 17281 29179 10446 28438 10300 25682 ， 8766 25157 26272 10449 17281 10291 4655 4018 13470 25504 16051 19506 19506 15085 6762 26934 8346 2410 15826 24766 9601 13516 21004 26669 27151 26526,2-11
13509,25483 19121 23468 26526 24586 7269 23084 ， 14547 28705 13712 16614 6180 20429 14976 29869 10647 1258 11497 3218 7481 12303 17281 13374 648 14232 20244 19121 2494 5379 1065 625 9755 15301 24659 4873 5602 7915 27363 6312 8073 10630 17281 7481 16456 13489 ， 29547 13712 10647 2281 27363 29731 8414 4873 12966 19458 15469,1-4
13510,14547 16598 22659 14501 27454 12772 16358 8194 28332 8194 15469 24823 20791 23619 7661 28109 4472 22736 6809 14684 3756 12567 3291 29498 14501 27454 4685 28332 13462 104 13839 20923 24426 929 26238 4355 22799 5697 23619 7661 28109 17281 1258 11497 17256 15107 ， 9192 11160 29525 19948 12029 29610 4054 16542 9379 25398 29627,2-6
13511,648 8224 25284 5192 979 10039 23480 ， 5219 12056 7230 8808 ， 5120 6353 25483 19121 487 11819 648 8224 ， 648 8224 19897 979 8194 12742 4018,5-24
13512,11259 19121 27013 12196 1938 5602 23904 21853 2106 10039 ， 929 28648 24583 19052 17281 27013 12196 10937 24053 28109 27063 29731 10647 14489 8100 6494 26336 21322 23904 4274 4685 25182 13846 24288 20781 17256 13839 9601 10760 7558 21322 929 17281 11160 3623 1938 18834 27200,1-1
13513,235 23926 27427 5120 1826 15465 13778 17170 14232 9090 2281 10382 25682 6527 15707 4054 16648 12248 9043 27063 ， 16506 17256 104 8842,2-6
13514,10893 25682 ， 235 23926 15912 1823 12052 27145 3140 4837 1776 3262 5120 10760 7558 7440 24352 13778 17170 14232 9090 28394 1989 ， 8045 13535 12567 19551 8766 19121 17281 12459 28394,1-10
13515,12369 14547 10935 23404 25572 10037 274 17515 15439 15469 233 4198 24583 2106 2617 1053 25945 ， 13462 14950 24053 24583 8067 19654 10647 7230 8137 9601 19121 17281 28461 6189 2617 29940 ， 979 13535 5144 17515 17281 625 4397 26694 8,1-9
13516,233 8679 16328 1845 4198 ， 235 23926 17062 8100 23468 20508 22737 11732 9410 20788 9410 25572 23372 10879 21004 26669 10647 17062 16648 14950 26336 104 8842 13489 18970 29555 ， 24965 235 23926 27013 12196 24199 13554,6-29
13517,21092 2281 648 16337 27370 16328 16328 233 27893 29038 10449 26328 10722 26366 9210 18529 4397 15069 4054 ， 29038 30016 26328 28874 2281 2066 1185 5933 19052 6984 9007 9210 19078,6-15
13518,2199 15107 23316 1586 ， 12163 8224 13343 27013 12196 1317 ， 4004 24053 24583 9023 23598 17281 28133 4938 6653 13995 22103 1292 8766 21209 10063 ， 23635 22131 1317 19636 10645 979 10760 7558 22103 1292 19052 26336 ， 10647 5233 10760 9808 19052 21209 10063,2-33
13519,9601 19121 8641 15316 23308 25130 10879 1292 929 3292 15419 28461 22197 1258 10449 21473 13114 25053 25124 17281 8258 28943 ， 16614 6180 19121 3011 2199 8194 23052 12772 25563 24007 ， 2738 18947 10449 6285 6636 4898 20565 3292 15419 28461 22197,1-4
13520,2281 10922 16598 23796 29179 2103 1396 4438 4873 18371 2103 1396 4438 ， 15912 10723 23052 20097 21534 1845 2103 2103 1242 23904 2281 1258 11497 16648 12248 9601 3302 15318 ， 8503 1845 611 23904 8414 23588,6-13
13521,16856 9428 22382 9428 25945 ， 1126 19339 25682 9925 8147 19121 12235 3240 7800 2281 3848 19855 8266 3262 10449 10446 1602 19328 5697 979 7481 625 9717 17281 28503 21473 26328 16051 26694 8 10922 4274 4004 22382 14232 13462 14950,2-3
13522,233 2103 16328 17525 1396 1845 8679 ， 25483 19121 16572 20097 8126 8222 9601 19121 23468 25585 13607 19492 1341 8067 28682 2797 29547 5219 10446 5420 2910 19121 12235 2281 11160 17281 8619 1242 19121 12235 23468 4274 17281 22542 17701 1602 20328 8100 9043 28136 20531,1-1
13523,6809 14684 3756 12567 3291 26366 29525 1211 20923 8194 26526 10922 19897 20097 23904 28461 10639 29555 2281 4198 14131 19121 8194 21004 26669 929 11259 19121 5933 19052 25427 15465 17281 26154 26526,5-30
13524,14764 13462 8146 10674 18371 8679 233 233 4198 104 23084 ， 9601 25483 12553 9023 9614 17281 854 24586 4198 4529 2281 20447 205 27091 23832 19052 4054 8194 17799 ， 26336 16328 2103 8679 20669 17281 29038 16328 21534 1834 9601 25483 561 10204 1943 10274 16865 16825,5-30
13525,2617 1053 9601 18785 20791 17281 929 9601 19121 17281 21322 20448 ， 9538 27322 1730 15912 10723 8146 10674 11766 25597 4873 28244 6049 ， 25682 11342 11295 26336 27700 9925 20244 27013 12196 929 9601 19121 17281 25398 29627 9866 10922 2286 14547 6049 8202 27166 11414 15469,2-6
13526,233 4198 9601 19121 28648 2224 9023 5216 19052 24808 11342 8194 10922 ， 20097 24808 11342 26694 23084 ， 15991 104 23084 ， 4198 14131 9283 5111 4397 3262 10449 8641 12163 28957 19654 23635 4470 2281 5420 19654 28943 26526 9192 9881 10723 24073 13716 3994 ， 929 10893 9601 8147 20097 9498 18970 29555,1-9
13527,233 2103 16328 17525 8067 19654 24723 6082 18754 20060 10658 ， 16189 20931 5119 12659 15647 3994 13971 22160 12248 19082 4470 10646 1938,6-15
13528,20850 8766 9805 22949 17229 9755 17281 18540 1882 18496 16572 20097 4299 4873 8073 7469 15465 15506 ， 10647 17229 9755 17515 14244 29260 2281 12235 29731 ， 26366 18371 8679 233 1845 4198 24965 2124 16157 10274 7154 21534 10446 8679 27331 20060 ， 20559 20060 14328 19052,2-25
13529,13821 4898 4934 26568 12772 20448 26725 8414 19121 3011 20782 6851 17170 17227 2990 16133 17281 22949 12170,1-1
13530,25483 19121 19121 13470 16157 30241 11444 83 30241 9601 17441 10026 104 1823 6809 27369 11962 16037 20923 30241 19121 12235 10026 104 26307 8073 27067 10937 14242 3240 7800 9963 9043 27063 25496 29627,2-3
13531,11259 19121 4685 396 16337 24058 8773 13839 29627 884 1317 ， 17227 26096 3249 10238 20163 8644 21473 16598 22659 10596 24823 17281 24808 11342 8194 ， 1451 10039 4054 14547 19433 29640 8137 20448 16276 15469,6-15
13532,12153 3519 6494 28648 2224 9023 24583 17256 23904 19047 10449 8644 24808 11342 2106 10039 ， 12153 3519 6494 8641 15316 25483 19121 929 648 8224 24540 21326 2545 25986 ， 22705 16614 6180 2797 29547 19121 12235 8641 15316 1258 11497 2545 25986,1-4
13533,12640 22014 14131 19121 24583 1451 9601 6653 ， 20983 26526 16157 7923 10539 11526 9601 25483 29956 10658 10724 23598 10449 20669 27700 17281 4685 9601 6653 21209 10063 13839 20565 4054 20983 26526 16157 1292 929 12153 28648 ， 25483 19121 19121 11160 17281 25377 7342 19897 1292 929 24583 1451 5697 9023 23598 9601 6653,1-1
13534,9601 19121 28648 2224 9023 29498 19910 23452 15014 19052 10039 10411 26568 28136 8137 26336 3682 23025 11080 24007 19052 15707,6-28
13535,29547 10647 26366 15912 10723 10300 10658 16328 16328 4198 9601 5239 4274 25483 19121 26307 18947 12163 8224 13343 23832 19052 8194 1943,5-30
13536,27700 20447 2199 16122 1394 8251 8679 16328 8251 4198 12459 5809 5809 6200 24808 11342 5292 11414 25859 1225 19121 13470 3844 24586 8836 19121 30100 9023 22737 14728 4053 5697 16328 8251 4198 2281 1394 6316 10674 8194 26437 396 24360 9601 19269 5697 1602 28503 21473 15107 11296 21473 10674 19269 8147 4438 2106,5-30
